Employee No,Profit Center,Employee Name,Employee Position,Employee Location,People Group,Employee Category,Supervisor name,Join Date,Current Status,Termination Date,Total Hours,Total Available Hours,Work Hours,Leave Hours,Training Hours,BD Hours,NC Hours,Utilization%,Tenure
277,PC - 3,Nikaniki Alysa,Level 7,Location 1,Client Service Staff,Confirmed Staff,Tiena Hatti,2014-09-30,Active,2021-11-30,2080,1936.0,1936.0,144.0,0.0,16.0,0.0,1.0,2618
278,PC - 1,Kizzee Lind,Level 6,Location 3,Client Service Staff,Confirmed Staff,Ezmeralda Nisse,2014-09-30,Active,2021-11-30,2080,1743.0,1743.0,328.0,9.0,0.0,0.0,1.0,2618
280,PC - 2,Diana Ardelis,Level 7,Location 7,Client Service Staff,Confirmed Staff,Jillian Lorelei,2014-10-31,Active,2021-11-30,2080,1772.0,1772.0,296.0,12.0,0.0,0.0,1.0,2587
284,PC - 3,Penelope Merilee,Level 6,Location 1,Client Service Staff,Confirmed Staff,Kathye Edna,2014-11-30,Active,2021-11-30,2080,1739.0,1295.0,340.0,1.0,0.0,448.0,0.7446808510638298,2557
285,PC - 2,Gerta Teddi,Level 8,Location 7,Client Service Staff,Resigned,Cassandra Katerina,2014-11-30,Resigned,2017-12-31,1520,1267.5,746.0,248.0,4.5,0.0,535.5,0.5885601577909271,1127
287,PC - 2,Avis Hilliary,Level 6,Location 7,Client Service Staff,Confirmed Staff,Trenna Mureil,2014-11-30,Active,2021-11-30,2080,1816.0,2109.0,232.0,32.0,0.0,233.0,1.1613436123348018,2557
288,PC - 2,Noel Darcee,Level 6,Location 7,Client Service Staff,Confirmed Staff,Trenna Mureil,2014-11-30,Active,2021-11-30,2080,1796.0,1562.0,264.0,20.0,0.0,320.0,0.8697104677060133,2557
289,PC - 3,Vonni Bethena,Level 4,Location 1,Client Service Staff,Serving Notice Period,Revkah Stephie,2014-11-30,Active,2021-11-30,2080,1907.0,232.0,173.0,0.0,0.0,1701.0,0.12165705296276874,2557
291,PC - 1,Ardys Katerine,Level 3,Location 3,Client Service Staff,Confirmed Staff,Jordanna Danya,2014-11-30,Active,2021-11-30,2080,1909.0,508.0,136.0,35.0,793.0,676.0,0.26610790990047145,2557
292,PC - 2,Brina Beverly,Level 7,Location 7,Client Service Staff,Confirmed Staff,Terza Gwyn,2014-11-30,Active,2021-11-30,2080,1805.0,1711.0,256.0,19.0,16.0,84.0,0.9479224376731302,2557
293,PC - 3,Sonya Josie,Level 7,Location 1,Client Service Staff,Resigned,Kathye Edna,2014-11-30,Resigned,2017-05-31,344,344.0,0.0,0.0,0.0,0.0,360.0,0.0,913
294,PC - 3,Astrid Gilly,Level 7,Location 1,Client Service Staff,Confirmed Staff,Tommy Muire,2014-12-31,Active,2021-11-30,2080,2048.0,2053.0,24.0,8.0,0.0,0.0,1.00244140625,2526
295,PC - 3,Misti Helena,Level 5,Location 1,Client Service Staff,Confirmed Staff,Cacilia Aimee,2014-12-31,Active,2021-11-30,2080,1791.5,1048.0,288.0,0.5,342.0,420.5,0.5849846497348591,2526
296,PC - 2,Trenna Mureil,Level 4,Location 7,Client Service Staff,Confirmed Staff (Part-Time 6 Hours),Annnora Gabrielle,2014-12-31,Active,2021-11-30,1778,1576.0,924.0,460.0,24.0,712.0,5.0,0.5862944162436549,2526
298,PC - 3,Shandy Hallie,Level 7,Location 1,Client Service Staff,Resigned,Vonni Bethena,2014-12-31,Resigned,2018-01-31,1640,1444.0,1411.0,192.0,4.0,0.0,441.0,0.9771468144044322,1127
299,PC - 1,Almeta Arabella,Level 6,Location 3,Client Service Staff,Confirmed Staff,Cherise Lainey,2014-12-31,Active,2021-11-30,2080,1911.5,1368.0,144.0,24.5,0.0,572.0,0.7156683233063039,2526
300,PC - 2,Ottilie Johnna,Level 6,Location 7,Client Service Staff,Confirmed Staff,Frances Mignonne,2015-01-31,Active,2021-11-30,2080,1940.0,1136.0,128.0,12.0,0.0,812.0,0.5855670103092784,2495
301,PC - 2,Michaeline Malissa,Level 7,Location 7,Client Service Staff,Confirmed Staff,Myrtie Brana,2015-01-31,Active,2021-11-30,2080,1776.0,1931.0,296.0,8.0,40.0,108.0,1.0872747747747749,2495
302,PC - 2,Kaitlin Allegra,Level 7,Location 9,Client Service Staff,Serving Notice Period,Jolyn Briney,2015-01-31,Active,2021-11-30,2080,1698.5,1512.5,352.0,29.5,298.5,8.0,0.8904916102443332,2495
303,PC - 2,Dixie Zuzana,Level 7,Location 7,Client Service Staff,Resigned,Laetitia Yoshi,2015-01-31,Resigned,2017-11-30,1296,1140.0,1132.0,128.0,28.0,0.0,40.0,0.9929824561403509,1034
304,PC - 3,Ophelie Jyoti,Level 4,Location 1,Client Service Staff,Confirmed Staff,Revkah Stephie,2015-01-31,Active,2021-11-30,2080,1752.0,1106.0,312.0,16.0,0.0,1103.0,0.6312785388127854,2495
305,PC - 3,Haley Brenn,Level 6,Location 1,Client Service Staff,Confirmed Staff,Benedikta Kirbee,2015-01-31,Active,2021-11-30,2080,1895.0,1740.5,168.0,17.0,0.0,288.0,0.9184696569920844,2495
306,PC - 3,Kittie Catlin,Level 6,Location 2,Client Service Staff,Confirmed Staff,Marney Anderea,2015-01-31,Active,2021-11-30,2080,1848.5,1482.0,200.0,31.5,0.0,634.0,0.8017311333513659,2495
307,PC - 3,Melitta Zita,Level 6,Location 1,Client Service Staff,Confirmed Staff,Orsa Margeaux,2015-01-31,Active,2021-11-30,2080,1847.5,1945.0,204.0,28.5,0.0,165.0,1.0527740189445196,2495
308,PC - 3,Noell Mercedes,Level 7,Location 1,Client Service Staff,Confirmed Staff,Ophelie Jyoti,2015-01-31,Active,2021-11-30,2080,1851.0,1840.0,208.0,21.0,0.0,120.0,0.9940572663425176,2495
309,PC - 1,Agnes Stacie,Level 4,Location 8,Client Service Staff,Confirmed Staff,Kippy Marquita,2015-01-31,Active,2021-11-30,2080,1756.5,217.0,272.0,51.5,1555.5,0.0,0.12354113293481354,2495
310,PC - 1,Emelda Jackqueline,Level 5,Location 8,Client Service Staff,Confirmed Staff,Erminie Ericka,2015-01-31,Active,2021-11-30,2080,1699.0,1569.0,354.0,27.0,0.0,130.0,0.9234844025897587,2495
313,PC - 1,Marion Evelyn,Level 7,Location 3,Client Service Staff,Serving Notice Period,Agnes Stacie,2015-01-31,Active,2021-11-30,2080,1777.0,1656.0,264.0,39.0,0.0,189.0,0.93190770962296,2495
314,PC - 2,Sheeree Lacee,Level 7,Location 7,Client Service Staff,Confirmed Staff,Cassandra Katerina,2015-01-31,Active,2021-11-30,2080,1864.7,1210.0,192.0,23.3,8.0,834.0,0.6488979460503029,2495
315,PC - 3,Lorilyn Chastity,Level 6,Location 1,Client Service Staff,Confirmed Staff,Landon Browning,2015-02-28,Active,2021-11-30,2080,1856.0,1464.5,224.0,0.0,0.0,429.0,0.7890625,2467
317,PC - 3,Marni Hertha,Level 7,Location 1,Client Service Staff,Resigned,Ophelie Jyoti,2015-02-28,Resigned,2017-12-31,1408,1232.0,1232.0,176.0,0.0,0.0,32.0,1.0,1037
318,PC - 1,Cherise Lainey,Level 4,Location 3,Client Service Staff,Confirmed Staff,Jordanna Danya,2015-02-28,Active,2021-11-30,2080,1822.5,0.0,256.0,1.5,1595.0,227.5,0.0,2467
319,PC - 1,Zora Quinta,Level 7,Location 3,Client Service Staff,Confirmed Staff,Cherise Lainey,2015-02-28,Active,2021-11-30,2080,2056.0,1984.0,24.0,0.0,0.0,128.0,0.9649805447470817,2467
321,PC - 2,Helen Elsy,Level 6,Location 7,Client Service Staff,Confirmed Staff,Myrtie Brana,2015-02-28,Active,2021-11-30,2080,1796.5,1884.0,264.0,19.5,11.0,16.0,1.0487058168661285,2467
322,PC - 3,Trula Roxana,Level 6,Location 1,Client Service Staff,Confirmed Staff,Tiena Hatti,2015-02-28,Active,2021-11-30,2080,1856.0,1908.0,200.0,24.0,8.0,0.0,1.0280172413793103,2467
323,PC - 1,Viv Tammie,Level 6,Location 3,Client Service Staff,Confirmed Staff,Ezmeralda Nisse,2015-02-28,Active,2021-11-30,2080,1764.0,1786.0,296.0,20.0,0.0,0.0,1.0124716553287982,2467
324,PC - 1,Erna Annecorinne,Level 6,Location 8,Client Service Staff,Confirmed Staff,Audi Stephana,2015-02-28,Active,2021-11-30,2080,1740.0,1641.0,324.0,16.0,0.0,126.0,0.9431034482758621,2467
327,PC - 3,Evangelia Barbara-Anne,Level 7,Location 1,Client Service Staff,Confirmed Staff,Agata Theodosia,2015-03-31,Active,2021-11-30,2080,1800.0,0.0,256.0,24.0,0.0,1816.0,0.0,2436
329,PC - 2,Claresta Dalenna,Level 6,Location 7,Client Service Staff,Confirmed Staff,Cassandra Katerina,2015-03-31,Active,2021-11-30,2080,1972.0,1524.0,88.0,20.0,0.0,674.0,0.7728194726166329,2436
330,PC - 3,Patricia Michaelina,Level 6,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,2015-03-31,Active,2021-11-30,2080,1812.5,1821.0,248.0,19.5,40.0,0.0,1.0046896551724138,2436
333,PC - 2,Cloe Rosalind,Level 6,Location 7,Client Service Staff,Resigned,Frances Mignonne,2015-03-31,Resigned,2018-04-30,2080,1912.0,1184.0,160.0,8.0,0.0,872.0,0.6192468619246861,1126
334,PC - 1,Kellina Amandi,Level 6,Location 8,Client Service Staff,Confirmed Staff,Rina Debee,2015-03-31,Active,2021-11-30,2080,1916.0,1078.0,128.0,36.0,408.0,477.5,0.5626304801670147,2436
335,PC - 2,Oneida Celestina,Level 6,Location 7,Client Service Staff,Confirmed Staff,Myrtie Brana,2015-03-31,Active,2021-11-30,2080,1700.0,1663.0,360.0,20.0,0.0,47.0,0.9782352941176471,2436
336,PC - 3,Kalindi Toma,Level 2,Location 1,Client Service Staff,SVP/VP,Rochette Jilleen,2015-04-30,Active,2021-11-30,2080,1790.0,85.0,240.0,50.0,1711.0,26.0,0.04748603351955307,2406
337,PC - 2,Rosabella Arlina,Level 5,Location 7,Client Service Staff,Confirmed Staff,Cacilia Aimee,2015-04-30,Active,2021-11-30,2080,1865.7,72.0,208.0,6.3,1796.0,0.0,0.03859141341051616,2406
338,PC - 2,Britni Annabela,Level 6,Location 7,Client Service Staff,Confirmed Staff,Terza Gwyn,2015-04-30,Active,2021-11-30,2080,1788.0,1688.0,264.0,28.0,12.0,108.0,0.9440715883668904,2406
339,PC - 2,Clem Joy,Level 6,Location 7,Client Service Staff,Confirmed Staff,Trenna Mureil,2015-04-30,Active,2021-11-30,2080,1778.0,1826.0,280.0,22.0,0.0,264.0,1.0269966254218224,2406
340,PC - 2,Tomasina Rozina,Level 7,Location 7,Client Service Staff,Confirmed Staff,Trenna Mureil,2015-04-30,Active,2021-11-30,2080,1872.0,1784.0,152.0,56.0,0.0,96.0,0.9529914529914529,2406
341,PC - 2,Geneva TEirtza,Level 7,Location 7,Client Service Staff,Confirmed Staff,Trenna Mureil,2015-04-30,Active,2021-11-30,2080,1940.0,1492.0,120.0,20.0,48.0,584.0,0.7690721649484537,2406
342,PC - 2,Elle Marty,Level 6,Location 9,Client Service Staff,Confirmed Staff,Jolyn Briney,2015-04-30,Active,2021-11-30,2080,1621.0,1571.0,456.0,3.0,0.0,132.0,0.9691548426896978,2406
343,PC - 2,Lyndy Sammy,Level 6,Location 7,Client Service Staff,Confirmed Staff,Dannie Clotilda,2015-04-30,Active,2021-11-30,2080,1904.5,2010.0,160.0,15.5,0.0,504.0,1.055395116828564,2406
344,PC - 3,Blondell Juli,Level 7,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,2015-04-30,Active,2021-11-30,2080,2015.0,0.0,64.0,1.0,2015.0,0.0,0.0,2406
345,PC - 1,Glennie Jeni,Level 6,Location 8,Client Service Staff,Confirmed Staff,Lindy Marguerite,2015-04-30,Active,2021-11-30,2080,1839.5,1432.0,216.0,24.5,0.0,416.0,0.7784724109812449,2406
346,PC - 3,Salome Selene,Level 7,Location 2,Client Service Staff,Resigned,Kynthia Hildy,2015-04-30,Resigned,2017-07-31,640,596.0,390.0,44.0,0.0,0.0,210.0,0.6543624161073825,823
348,PC - 2,Belva Katya,Level 6,Location 7,Client Service Staff,Confirmed Staff,Nancee Deirdre,2015-04-30,Active,2021-11-30,2080,2039.0,1659.0,40.0,1.0,0.0,660.0,0.8136341343795979,2406
349,PC - 2,Loralyn Ynes,Level 7,Location 7,Client Service Staff,Confirmed Staff,Nancee Deirdre,2015-04-30,Active,2021-11-30,2080,1868.0,1898.0,184.0,28.0,0.0,5.0,1.0160599571734474,2406
350,PC - 2,Bird Ophelia,Level 7,Location 7,Client Service Staff,Confirmed Staff,Naomi Rebekah,2015-04-30,Active,2021-11-30,2080,1865.25,1856.0,208.0,6.75,0.0,334.0,0.995040879238708,2406
351,PC - 1,Elga Margalit,Level 8,Location 3,Client Service Staff,Confirmed Staff,Cherise Lainey,2015-04-30,Active,2021-11-30,2080,810.0,690.0,1264.0,6.0,0.0,40.0,0.8518518518518519,2406
352,PC - 1,Kalie Sylvia,Level 5,Location 8,Client Service Staff,Confirmed Staff,Lindy Marguerite,2015-04-30,Active,2021-11-30,2080,1848.0,1496.0,216.0,16.0,0.0,352.0,0.8095238095238095,2406
353,PC - 3,Tonya Averyl,Level 6,Location 2,Client Service Staff,Confirmed Staff,Marney Anderea,2015-04-30,Active,2021-11-30,2080,1800.0,1672.0,256.0,24.0,0.0,128.0,0.9288888888888889,2406
354,PC - 3,Chiquia Brittaney,Level 7,Location 2,Client Service Staff,Serving Notice Period,Marney Anderea,2015-04-30,Active,2021-11-30,2080,1763.5,1183.0,304.0,12.5,0.0,757.0,0.6708250637935923,2406
357,PC - 2,Chris Ricky,Level 5,Location 7,Client Service Staff,Confirmed Staff,Dore Natalya,2015-05-31,Active,2021-11-30,2080,1772.0,462.0,264.0,44.0,1101.0,215.0,0.26072234762979685,2375
359,PC - 2,Marika Vannie,Level 6,Location 7,Client Service Staff,Confirmed Staff,Trenna Mureil,2015-05-31,Active,2021-11-30,2080,1798.0,1672.0,244.0,38.0,0.0,211.0,0.9299221357063404,2375
360,PC - 2,Caye Madlen,Level 6,Location 7,Client Service Staff,Resigned,Dore Natalya,2015-05-31,Resigned,2017-06-30,472,416.0,416.0,56.0,0.0,0.0,8.0,1.0,761
361,PC - 3,Danice Pam,Level 6,Location 1,Client Service Staff,Confirmed Staff,Ali Elsinore,2015-05-31,Active,2021-11-30,2080,1768.0,1941.0,304.0,8.0,0.0,176.0,1.0978506787330318,2375
362,PC - 2,Felicdad Bryna,Level 6,Location 7,Client Service Staff,Secondee-Outward-Without Pay,Marys Essy,2015-05-31,Secondment,2021-11-30,1920,1750.0,1846.0,146.0,24.0,0.0,112.0,1.054857142857143,2375
363,PC - 2,Carine Marna,Level 6,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,2015-05-31,Active,2021-11-30,2080,1818.0,1793.0,260.0,2.0,0.0,189.0,0.9862486248624862,2375
364,PC - 2,Becca Kai,Level 6,Location 9,Client Service Staff,Confirmed Staff,Jolyn Briney,2015-05-31,Active,2021-11-30,2080,1897.5,1816.0,160.0,22.5,0.0,128.0,0.9570487483530962,2375
365,PC - 1,Zandra Jeanine,Level 6,Location 8,Client Service Staff,Confirmed Staff,Audi Stephana,2015-05-31,Active,2021-11-30,2080,1809.0,1777.0,256.0,15.0,0.0,39.0,0.982310668877833,2375
366,PC - 1,Rana Cariotta,Level 6,Location 3,Client Service Staff,Confirmed Staff,Trudey Lissi,2015-05-31,Active,2021-11-30,2080,1784.0,1396.0,280.0,16.0,0.0,524.0,0.7825112107623319,2375
367,PC - 1,Pauli Clementia,Level 7,Location 3,Client Service Staff,Serving Notice Period,Margo Opaline,2015-05-31,Active,2021-11-30,2080,1753.0,1605.0,296.0,31.0,0.0,173.0,0.9155733029092984,2375
368,PC - 1,Caryl Kristal,Level 6,Location 3,Client Service Staff,Confirmed Staff,Em Cacilie,2015-05-31,Active,2021-11-30,2080,1768.0,1689.0,280.0,32.0,0.0,89.0,0.955316742081448,2375
369,PC - 3,Lotte Lynelle,Level 7,Location 2,Client Service Staff,Confirmed Staff,Moira Vivien,2015-05-31,Active,2021-11-30,2080,1856.0,1382.0,224.0,0.0,0.0,1064.0,0.7446120689655172,2375
370,PC - 3,Kylynn Toni,Level 7,Location 1,Client Service Staff,Confirmed Staff,Gert Editha,2015-05-31,Active,2021-11-30,2080,1920.0,1936.0,144.0,16.0,16.0,0.0,1.0083333333333333,2375
372,PC - 5,Debor Melita,Level 7,Location 7,Client Service Staff,Resigned,Nerita Anet,2015-05-31,Resigned,2017-06-30,360,344.0,0.0,16.0,0.0,0.0,384.0,0.0,761
373,PC - 3,Carlina Gianna,Level 6,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,2015-05-31,Active,2021-11-30,2080,1882.5,1535.0,187.0,10.5,0.0,562.0,0.8154050464807437,2375
374,PC - 5,Doretta Maryellen,Level 7,Location 1,Client Service Staff,Resigned,Orsa Margeaux,2015-05-31,Resigned,2017-06-30,480,480.0,0.0,0.0,0.0,0.0,480.0,0.0,761
376,PC - 3,Regine Dehlia,Level 6,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,2015-05-31,Active,2021-11-30,2080,1679.0,1812.0,376.0,25.0,0.0,200.0,1.0792138177486599,2375
377,PC - 1,Bunni Merrielle,Level 7,Location 3,Client Service Staff,Confirmed Staff,Lian Harley,2015-05-31,Active,2021-11-30,2080,1888.0,1888.0,192.0,0.0,0.0,88.0,1.0,2375
379,PC - 3,Loni Kristien,Level 7,Location 4,Client Service Staff,Resigned,Danette Melinda,2015-05-31,Resigned,2017-10-31,1120,1048.0,728.0,72.0,0.0,0.0,320.0,0.6946564885496184,884
380,PC - 3,Helaina Sidonnie,Level 6,Location 2,Client Service Staff,Confirmed Staff,Moira Vivien,2015-05-31,Active,2021-11-30,2080,1802.5,2001.75,232.0,45.5,0.0,219.5,1.1105409153952843,2375
381,PC - 2,Oliy Lyndsay,Level 6,Location 7,Client Service Staff,Confirmed Staff,Terza Gwyn,2015-05-31,Active,2021-11-30,2080,1794.5,1130.0,248.0,37.5,92.0,738.5,0.6297018668152689,2375
382,PC - 2,Viviana Roze,Level 8,Location 7,Client Service Staff,Resigned,Cassandra Katerina,2015-05-31,Resigned,2018-05-31,2080,1757.5,1640.5,280.0,42.5,0.0,146.0,0.9334281650071123,1096
383,PC - 3,Dreddy Donelle,Level 8,Location 1,Client Service Staff,Confirmed Staff,Ophelie Jyoti,2015-05-31,Active,2021-11-30,2080,1805.0,1984.0,248.0,27.0,0.0,104.0,1.0991689750692522,2375
384,PC - 3,Sherilyn Lacey,Level 8,Location 1,Client Service Staff,Resigned,Nerita Anet,2015-05-31,Resigned,2018-02-28,1880,1645.0,1620.0,208.0,27.0,0.0,104.0,0.9848024316109423,1004
385,PC - 3,Maxine Eleni,Level 8,Location 1,Client Service Staff,Confirmed Staff,Leilah Nanni,2015-05-31,Active,2021-11-30,2080,1820.5,1851.0,240.0,19.5,0.0,6.0,1.0167536391101346,2375
386,PC - 3,Harrietta Krystalle,Level 8,Location 1,Client Service Staff,Resigned,Ali Elsinore,2015-05-31,Resigned,2017-09-30,1032,880.0,806.0,152.0,0.0,0.0,122.0,0.9159090909090909,853
387,PC - 2,Hedwiga Mehetabel,Level 5,Location 7,Client Service Staff,Resigned,Cacilia Aimee,2015-05-31,Resigned,2018-05-31,2080,1920.0,1516.0,160.0,0.0,404.0,0.0,0.7895833333333333,1096
388,PC - 2,Christiane Noelle,Level 7,Location 7,Client Service Staff,Confirmed Staff,Terza Gwyn,2015-05-31,Active,2021-11-30,2080,1753.0,1366.0,304.0,23.0,0.0,451.0,0.7792355961209355,2375
389,PC - 2,Verina Dulcy,Level 6,Location 7,Client Service Staff,Confirmed Staff,Terza Gwyn,2015-05-31,Active,2021-11-30,2080,1743.5,1269.5,296.0,40.5,136.0,545.0,0.7281330656724978,2375
390,PC - 2,Mora Maressa,Level 7,Location 7,Client Service Staff,Resigned,Sile Lorrie,2015-05-31,Resigned,2018-01-31,1720,1471.5,1480.0,208.0,40.5,0.0,5.0,1.0057764186204554,976
392,PC - 3,Anabal Melisande,Level 6,Location 4,Client Service Staff,Confirmed Staff,Danette Melinda,2015-05-31,Active,2021-11-30,2080,1726.0,1903.0,320.0,34.0,0.0,228.5,1.1025492468134415,2375
393,PC - 3,Mariellen Salli,Level 6,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,2015-05-31,Active,2021-11-30,2080,1932.0,1411.0,148.0,0.0,0.0,584.0,0.7303312629399586,2375
395,PC - 1,Gavra Kayle,Level 5,Location 3,Client Service Staff,Confirmed Staff,Rina Debee,2015-06-30,Active,2021-11-30,2080,1890.75,62.0,176.0,13.25,0.0,1828.75,0.032791220415179165,2345
396,PC - 3,Bevvy Margot,Level 8,Location 2,Client Service Staff,Resigned,Marney Anderea,2015-06-30,Resigned,2017-11-30,1320,1104.0,616.0,192.0,24.0,0.0,525.0,0.5579710144927537,884
397,PC - 3,Prudi Delly,Level 5,Location 2,Client Service Staff,Confirmed Staff,Kynthia Hildy,2015-06-30,Active,2021-11-30,2080,1782.5,802.5,232.0,65.5,0.0,1057.0,0.45021037868162694,2345
399,PC - 1,Simona Sybille,Level 8,Location 3,Client Service Staff,Confirmed Staff,Jillana Vivi,2015-06-30,Active,2021-11-30,2080,1864.0,1657.0,208.0,8.0,0.0,207.0,0.8889484978540773,2345
401,PC - 1,Glenna Gilbertine,Level 7,Location 3,Client Service Staff,Serving Notice Period,Agnes Stacie,2015-06-30,Active,2021-11-30,2080,1832.0,1851.0,232.0,16.0,0.0,40.0,1.0103711790393013,2345
402,PC - 1,Glyn Leonie,Level 7,Location 3,Client Service Staff,Confirmed-Sabbatical,Blondy Tatiania,2015-06-30,Sabbatical,2021-11-30,2080,1266.0,1165.0,806.0,8.0,0.0,101.0,0.9202211690363349,2345
403,PC - 2,Moina Sella,Level 6,Location 7,Client Service Staff,Confirmed Staff,Jillian Lorelei,2015-06-30,Active,2021-11-30,2080,1905.0,1857.0,168.0,7.0,0.0,120.0,0.9748031496062992,2345
404,PC - 3,Caprice Annalee,Level 6,Location 4,Client Service Staff,Confirmed-Sabbatical,Danette Melinda,2015-06-30,Sabbatical,2021-11-30,2080,1208.0,1118.0,858.0,14.0,0.0,186.0,0.9254966887417219,2345
405,PC - 3,Yetty Devi,Level 8,Location 1,Client Service Staff,Confirmed Staff,Xylina Beatriz,2015-06-30,Active,2021-11-30,2080,1876.0,1532.0,204.0,0.0,0.0,344.0,0.8166311300639659,2345
408,PC - 3,Rozalin Lurline,Level 8,Location 1,Client Service Staff,Confirmed Staff,Misti Helena,2015-06-30,Active,2021-11-30,2080,1771.5,1729.5,272.0,36.5,0.0,62.5,0.9762912785774767,2345
410,PC - 3,Ameline Bill,Level 8,Location 1,Client Service Staff,Resigned,Dottie Bidget,2015-06-30,Resigned,2018-02-28,1800,1615.0,1232.0,160.0,25.0,0.0,688.0,0.7628482972136222,974
411,PC - 1,Annabelle Pammi,Level 8,Location 3,Client Service Staff,Resigned,-,2015-06-30,Resigned,2017-06-30,360,360.0,360.0,0.0,0.0,0.0,0.0,1.0,731
413,PC - 2,Deanne Eudora,Level 7,Location 7,Client Service Staff,Confirmed Staff,Tallulah Kassia,2015-06-30,Active,2021-11-30,2080,1733.0,1747.0,296.0,51.0,0.0,7.0,1.0080784766301212,2345
414,PC - 2,Tamra Joelle,Level 4,Location 7,Client Service Staff,Confirmed Staff,Annnora Gabrielle,2015-06-30,Active,2021-11-30,2080,1354.95,1681.0,720.0,5.05,65.0,0.0,1.2406361858371158,2345
415,PC - 2,Lu Arabel,Level 7,Location 7,Client Service Staff,Confirmed Staff,Jillian Lorelei,2015-06-30,Active,2021-11-30,2080,1640.0,1445.0,432.0,8.0,0.0,256.0,0.8810975609756098,2345
416,PC - 2,Alethea Grace,Level 8,Location 9,Client Service Staff,Resigned,Ruthe Bellina,2015-06-30,Resigned,2017-10-31,1200,1183.0,0.0,8.0,9.0,0.0,1185.0,0.0,854
417,PC - 6,Britteny Rosamund,Level 8,Location 3,Client Service Staff,Resigned,Lee Alfie,2015-06-30,Resigned,2017-06-30,440,432.0,192.0,8.0,0.0,0.0,240.0,0.4444444444444444,731
418,PC - 1,Monika Meredithe,Level 6,Location 3,Client Service Staff,Confirmed Staff,Tallia Eyde,2015-06-30,Active,2021-11-30,2080,1984.0,1536.0,80.0,16.0,0.0,636.0,0.7741935483870968,2345
420,PC - 3,Aeriela Elonore,Level 7,Location 4,Client Service Staff,Confirmed Staff,Danette Melinda,2015-06-30,Active,2021-11-30,2080,1858.0,1871.0,216.0,6.0,144.0,16.0,1.0069967707212055,2345
421,PC - 1,Jeana Bethanne,Level 8,Location 3,Client Service Staff,Resigned,Lian Harley,2015-06-30,Resigned,2017-09-30,1040,960.0,528.0,80.0,0.0,0.0,472.0,0.55,823
422,PC - 1,Morissa Michele,Level 7,Location 3,Client Service Staff,Confirmed Staff,Nerissa Jackquelin,2015-06-30,Active,2021-11-30,2080,1845.0,1621.0,208.0,27.0,0.0,228.0,0.8785907859078591,2345
424,PC - 2,Philippine Berna,Level 8,Location 7,Client Service Staff,Resigned,Terza Gwyn,2015-06-30,Resigned,2017-04-30,160,160.0,144.0,0.0,0.0,0.0,16.0,0.9,670
425,PC - 3,Nedi Kessiah,Level 7,Location 1,Client Service Staff,Confirmed Staff,Iormina Lucienne,2015-06-30,Active,2021-11-30,2080,1452.0,1460.0,620.0,8.0,0.0,0.0,1.0055096418732783,2345
427,PC - 3,Cherrita Adara,Level 7,Location 1,Client Service Staff,Confirmed Staff,Benedikta Kirbee,2015-06-30,Active,2021-11-30,2080,1821.0,2298.0,248.0,11.0,0.0,8.0,1.2619439868204283,2345
